"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",75.5372971952351,,
"DNK","Denmark","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",77.1745183296797,"B","Break"
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",56.3372887224911,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",56.6222418742961,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",57.8853161635852,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",58.3528361938486,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",58.6399167182043,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",57.6554911447892,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",58.0304803202324,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",58.5986310168764,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",58.9443016545492,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",59.59267069255,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",60.4470630647372,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",61.0564107745075,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",61.4181140377823,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",62.0859578275144,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",62.3808953089932,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",63.0692200465737,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",61.8600317282869,,
"KOR","Korea","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",62.3369260066169,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",67.9714169885878,"B","Break"
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",68.4972295196183,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",68.6205003957241,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",68.6480604928161,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",68.842464218389,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",68.34693696841,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",68.4741090131235,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",68.1877311881868,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",68.9254568547012,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",69.8747183764732,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",71.039275038922,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",71.7399624694709,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",72.1444012924654,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",73.4382993972922,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",73.936751971093,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2019","2019",74.9385466383952,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2020","2020",75.3359931370756,,
"GBR","United Kingdom","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2021","2021",75.2107266830226,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2004","2004",54.5094806265458,"B","Break"
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2005","2005",54.6383330449993,"B","Break"
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2006","2006",55.6876126212476,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2007","2007",58.042011143489,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2008","2008",59.602872834812,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2009","2009",59.8355412583782,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2010","2010",59.7305531752833,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2011","2011",59.9510665230781,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2012","2012",60.2348107945123,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2013","2013",60.3441776154581,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2014","2014",61.8554346461593,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2015","2015",63.4225204226376,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2016","2016",64.4898210855007,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2017","2017",65.6667932624196,,
"POL","Poland","HOR","Gap between groups (horizontal inequality)","2_1","Employment rate","CWB","Current Well-being","FEMALE","Women","TOT","Total population","TOT","Total population","2018","2018",66.7057926650892,,
